Location Name,Scanned,Occupied,Expected Barcodes,Detected Barcodes,Comparison Result
ZC029B,true,false,,"","The location was empty, as expected"
ZC030B,true,false,,"","The location was empty, as expected"
ZC031B,true,false,,"","The location was empty, as expected"
ZC032B,true,false,,"","The location was empty, as expected"
ZC033B,true,false,,"","The location was empty, as expected"
ZC034B,true,false,,"","The location was empty, as expected"
ZC035B,true,false,,"","The location was empty, as expected"
ZC036B,true,false,,"","The location was empty, as expected"
ZC037B,true,false,,"","The location was empty, as expected"
ZC001C,true,true,,DX985900052518,"The location was occupied by an item, but should have been empty"
ZC002C,true,false,,"","The location was empty, as expected"
ZC003C,true,false,,"","The location was empty, as expected"
ZC004C,true,false,,"","The location was empty, as expected"
ZC005C,true,false,,"","The location was empty, as expected"
ZC006C,true,false,,"","The location was empty, as expected"
ZC007C,true,false,,"","The location was empty, as expected"
ZC008C,true,false,,"","The location was empty, as expected"
ZC009C,true,false,,"","The location was empty, as expected"
ZC010C,true,false,,"","The location was empty, as expected"
ZC011C,true,false,,"","The location was empty, as expected"
ZC012C,true,false,,"","The location was empty, as expected"
ZC013C,true,false,,"","The location was empty, as expected"
ZC014C,true,false,,"","The location was empty, as expected"
ZC015C,true,false,,"","The location was empty, as expected"
ZC016C,true,false,,"","The location was empty, as expected"
ZC017C,true,false,,"","The location was empty, as expected"
ZC018C,true,false,,"","The location was empty, as expected"
ZC019C,true,false,,"","The location was empty, as expected"
ZC020C,true,false,,"","The location was empty, as expected"
ZC021C,true,false,,"","The location was empty, as expected"
ZC022C,true,false,,"","The location was empty, as expected"
ZC023C,true,false,,"","The location was empty, as expected"
ZC024C,true,false,,"","The location was empty, as expected"
ZC025C,true,false,,"","The location was empty, as expected"
ZC026C,true,false,,"","The location was empty, as expected"
ZC027C,true,false,,"","The location was empty, as expected"
ZC028C,true,false,,"","The location was empty, as expected"
ZC029C,true,false,,"","The location was empty, as expected"
ZC030C,true,false,,"","The location was empty, as expected"
ZC031C,true,false,,"","The location was empty, as expected"
ZC032C,true,false,,"","The location was empty, as expected"
ZC033C,true,false,,"","The location was empty, as expected"
ZC034C,true,false,,"","The location was empty, as expected"
ZC035C,true,false,,"","The location was empty, as expected"
ZC036C,true,false,,"","The location was empty, as expected"
ZC037C,true,false,,"","The location was empty, as expected"
ZC001D,true,true,,DX985900052555,"The location was occupied by an item, but should have been empty"
ZC002D,true,false,,"","The location was empty, as expected"
ZC003D,true,false,,"","The location was empty, as expected"
ZC004D,true,false,,"","The location was empty, as expected"
ZC005D,true,false,,"","The location was empty, as expected"
ZC006D,true,false,,"","The location was empty, as expected"
ZC007D,true,false,,"","The location was empty, as expected"
ZC008D,true,false,,"","The location was empty, as expected"
ZC009D,true,false,,"","The location was empty, as expected"
ZC010D,true,false,,"","The location was empty, as expected"
ZC011D,true,false,,"","The location was empty, as expected"
ZC012D,true,false,,"","The location was empty, as expected"
ZC013D,true,false,,"","The location was empty, as expected"
ZC014D,true,false,,"","The location was empty, as expected"
ZC015D,true,false,,"","The location was empty, as expected"
ZC016D,true,false,,"","The location was empty, as expected"
ZC017D,true,false,,"","The location was empty, as expected"
ZC018D,true,false,,"","The location was empty, as expected"
ZC019D,true,false,,"","The location was empty, as expected"
ZC020D,true,false,,"","The location was empty, as expected"
ZC021D,true,false,,"","The location was empty, as expected"
ZC022D,true,false,,"","The location was empty, as expected"
ZC023D,true,false,,"","The location was empty, as expected"
ZC024D,true,false,,"","The location was empty, as expected"
ZC025D,true,false,,"","The location was empty, as expected"
ZC026D,true,false,,"","The location was empty, as expected"
ZC027D,true,false,,"","The location was empty, as expected"
ZC028D,true,false,,"","The location was empty, as expected"
ZC029D,true,false,,"","The location was empty, as expected"
ZC030D,true,false,,"","The location was empty, as expected"
ZC031D,true,false,,"","The location was empty, as expected"
ZC032D,true,false,,"","The location was empty, as expected"
ZC033D,true,false,,"","The location was empty, as expected"
ZC034D,true,false,,"","The location was empty, as expected"
ZC035D,true,false,,"","The location was empty, as expected"
ZC036D,true,false,,"","The location was empty, as expected"
ZC037D,true,false,,"","The location was empty, as expected"
ZC001E,true,true,,DX985900052592,"The location was occupied by an item, but should have been empty"
ZC002E,true,false,,"","The location was empty, as expected"
ZC003E,true,false,,"","The location was empty, as expected"
ZC004E,true,false,,"","The location was empty, as expected"
ZC005E,true,false,,"","The location was empty, as expected"
ZC006E,true,false,,"","The location was empty, as expected"
ZC007E,true,false,,"","The location was empty, as expected"
ZC008E,true,false,,"","The location was empty, as expected"
ZC009E,true,false,,"","The location was empty, as expected"
ZC010E,true,false,,"","The location was empty, as expected"
ZC011E,true,false,,"","The location was empty, as expected"
ZC012E,true,false,,"","The location was empty, as expected"
ZC013E,true,false,,"","The location was empty, as expected"
ZC014E,true,false,,"","The location was empty, as expected"
ZC015E,true,false,,"","The location was empty, as expected"
ZC016E,true,false,,"","The location was empty, as expected"
ZC017E,true,false,,"","The location was empty, as expected"
ZC018E,true,false,,"","The location was empty, as expected"
ZC019E,true,false,,"","The location was empty, as expected"
ZC020E,true,false,,"","The location was empty, as expected"
ZC021E,true,false,,"","The location was empty, as expected"
ZC022E,true,false,,"","The location was empty, as expected"
ZC023E,true,false,,"","The location was empty, as expected"
ZC024E,true,false,,"","The location was empty, as expected"
ZC025E,true,false,,"","The location was empty, as expected"
ZC026E,true,false,,"","The location was empty, as expected"
ZC027E,true,false,,"","The location was empty, as expected"
ZC028E,true,false,,"","The location was empty, as expected"
ZC029E,true,false,,"","The location was empty, as expected"
ZC030E,true,false,,"","The location was empty, as expected"
ZC031E,true,false,,"","The location was empty, as expected"
ZC032E,true,false,,"","The location was empty, as expected"
ZC033E,true,false,,"","The location was empty, as expected"
ZC034E,true,false,,"","The location was empty, as expected"
ZC035E,true,false,,"","The location was empty, as expected"
ZC036E,true,false,,"","The location was empty, as expected"
ZC037E,true,false,,"","The location was empty, as expected"
ZC001F,true,true,,DX985900052629,"The location was occupied by an item, but should have been empty"
ZC002F,true,false,,"","The location was empty, as expected"
ZC003F,true,false,,"","The location was empty, as expected"
ZC004F,true,false,,"","The location was empty, as expected"
ZC005F,true,false,,"","The location was empty, as expected"
ZC006F,true,false,,"","The location was empty, as expected"
ZC007F,true,false,,"","The location was empty, as expected"
ZC008F,true,false,,"","The location was empty, as expected"
ZC009F,true,false,,"","The location was empty, as expected"
ZC010F,true,false,,"","The location was empty, as expected"
ZC011F,true,false,,"","The location was empty, as expected"
ZC012F,true,false,,"","The location was empty, as expected"
ZC013F,true,false,,"","The location was empty, as expected"
ZC014F,true,false,,"","The location was empty, as expected"
ZC015F,true,false,,"","The location was empty, as expected"
ZC016F,true,false,,"","The location was empty, as expected"
ZC017F,true,false,,"","The location was empty, as expected"
ZC018F,true,false,,"","The location was empty, as expected"
ZC019F,true,false,,"","The location was empty, as expected"
ZC020F,true,false,,"","The location was empty, as expected"
ZC021F,true,false,,"","The location was empty, as expected"
ZC022F,true,false,,"","The location was empty, as expected"
ZC023F,true,false,,"","The location was empty, as expected"
ZC024F,true,false,,"","The location was empty, as expected"
ZC025F,true,false,,"","The location was empty, as expected"
ZC026F,true,false,,"","The location was empty, as expected"
ZC027F,true,false,,"","The location was empty, as expected"
ZC028F,true,false,,"","The location was empty, as expected"
ZC029F,true,false,,"","The location was empty, as expected"
ZC030F,true,false,,"","The location was empty, as expected"
ZC031F,true,false,,"","The location was empty, as expected"
ZC032F,true,false,,"","The location was empty, as expected"
ZC033F,true,false,,"","The location was empty, as expected"
ZC034F,true,false,,"","The location was empty, as expected"
ZC035F,true,false,,"","The location was empty, as expected"
ZC036F,true,false,,"","The location was empty, as expected"
ZC037F,true,false,,"","The location was empty, as expected"
ZD001A,true,true,DX980907826,DX980907826,The location was occupied by the expected items
ZD002A,true,false,,"","The location was empty, as expected"
ZD003A,true,true,DX980907827,DX980907827,The location was occupied by the expected items
ZD004A,true,false,,"","The location was empty, as expected"
ZD005A,true,true,DX9850004340,DX9850004340,The location was occupied by the expected items
ZD006A,true,true,DX980907829,DX980907829,The location was occupied by the expected items
ZD007A,true,true,DX980907828,DX980907828,The location was occupied by the expected items
ZD008A,true,false,DX981026218,"","The location was empty, but it should have been occupied"
ZD009A,true,true,DX981026233,DX981026233,The location was occupied by the expected items
ZD010A,true,false,DX981026232,"","The location was empty, but it should have been occupied"
ZD011A,true,true,DX9850004732,DX9850004732,The location was occupied by the expected items
ZD012A,true,true,DX9850004330,DX9850004330,The location was occupied by the expected items
ZD013A,true,false,,"","The location was empty, as expected"
ZD014A,true,true,DX9850002591,DX9850002591,The location was occupied by the expected items
ZD015A,true,false,,"","The location was empty, as expected"
ZD016A,true,false,,"","The location was empty, as expected"
ZD017A,true,false,,"","The location was empty, as expected"
ZD018A,true,false,,"","The location was empty, as expected"
ZD019A,true,true,DX9850004293,DX9850004293,The location was occupied by the expected items
ZD020A,true,true,DX9850001304,DX9850001304,The location was occupied by the expected items
ZD021A,true,true,DX9810081330,DX9810081330,The location was occupied by the expected items
ZD022A,true,true,DX9850000197,DX9850000197,The location was occupied by the expected items
ZD023A,true,true,DX9850000196,DX9850000196,The location was occupied by the expected items
ZD024A,true,true,DX9850000194,DX9850000194,The location was occupied by the expected items
ZD025A,true,true,DX9850001305,DX9850001305,The location was occupied by the expected items
ZD026A,true,false,,"","The location was empty, as expected"
ZD027A,true,false,,"","The location was empty, as expected"
ZD028A,true,false,,"","The location was empty, as expected"
ZD029A,true,true,DX981026161,DX981026161,The location was occupied by the expected items
ZD030A,true,false,DX981026212,"","The location was empty, but it should have been occupied"
ZD031A,true,true,DX9850000516,DX9850000516,The location was occupied by the expected items
ZD032A,true,true,DX9850000517,DX9850000517,The location was occupied by the expected items
ZD033A,true,true,DX9811151380,DX9811151380,The location was occupied by the expected items
ZD034A,true,false,,"","The location was empty, as expected"
ZD035A,true,true,DX9850000518,DX9850000518,The location was occupied by the expected items
ZD036A,true,true,DX9850000519,DX9850000519,The location was occupied by the expected items
ZD037A,true,false,,"","The location was empty, as expected"
ZD001B,true,true,DX9850004285,DX9850004285,The location was occupied by the expected items
ZD002B,true,true,DX9850004286,DX9850004286,The location was occupied by the expected items
ZD003B,true,true,DX9850004287,DX9850004287,The location was occupied by the expected items
ZD004B,true,true,DX9850004288,DX9850004288,The location was occupied by the expected items
ZD005B,true,true,DX9850004289,DX9850004289,The location was occupied by the expected items
ZD006B,true,true,DX9850004290,DX9850004290,The location was occupied by the expected items
ZD007B,true,true,DX9850004291,DX9850004291,The location was occupied by the expected items
ZD008B,true,false,,"","The location was empty, as expected"
ZD009B,true,false,,"","The location was empty, as expected"
ZD010B,true,true,DX9850004294,DX9850004294,The location was occupied by the expected items
ZD011B,true,true,DX9850004295,DX9850004295,The location was occupied by the expected items
ZD012B,true,true,DX9850004297,DX9850004297,The location was occupied by the expected items
ZD013B,true,true,DX9850004298,DX9850004298,The location was occupied by the expected items
ZD014B,true,true,DX9850004299,DX9850004299,The location was occupied by the expected items
ZD015B,true,false,,"","The location was empty, as expected"
ZD016B,true,false,,"","The location was empty, as expected"
ZD017B,true,false,,"","The location was empty, as expected"
ZD018B,true,false,,"","The location was empty, as expected"
ZD019B,true,false,,"","The location was empty, as expected"
ZD020B,true,false,,"","The location was empty, as expected"
ZD021B,true,false,,"","The location was empty, as expected"
ZD022B,true,false,,"","The location was empty, as expected"
ZD023B,true,false,,"","The location was empty, as expected"
ZD024B,true,false,,"","The location was empty, as expected"
ZD025B,true,false,,"","The location was empty, as expected"
ZD026B,true,false,,"","The location was empty, as expected"
ZD027B,true,false,,"","The location was empty, as expected"
ZD028B,true,false,,"","The location was empty, as expected"
ZD029B,true,false,,"","The location was empty, as expected"
ZD030B,true,false,,"","The location was empty, as expected"
ZD031B,true,false,,"","The location was empty, as expected"
ZD032B,true,false,,"","The location was empty, as expected"
ZD033B,true,false,,"","The location was empty, as expected"
ZD034B,true,false,,"","The location was empty, as expected"
ZD035B,true,false,,"","The location was empty, as expected"
ZD036B,true,false,,"","The location was empty, as expected"
ZD037B,true,false,,"","The location was empty, as expected"
ZD001C,true,false,,"","The location was empty, as expected"
ZD002C,true,false,,"","The location was empty, as expected"
ZD003C,true,false,,"","The location was empty, as expected"
ZD004C,true,false,,"","The location was empty, as expected"
ZD005C,true,false,,"","The location was empty, as expected"
ZD006C,true,false,,"","The location was empty, as expected"
ZD007C,true,false,,"","The location was empty, as expected"
ZD008C,true,false,,"","The location was empty, as expected"
ZD009C,true,false,,"","The location was empty, as expected"
ZD010C,true,false,,"","The location was empty, as expected"
ZD011C,true,false,,"","The location was empty, as expected"
ZD012C,true,false,,"","The location was empty, as expected"
ZD013C,true,false,,"","The location was empty, as expected"
ZD014C,true,false,,"","The location was empty, as expected"
ZD015C,true,false,,"","The location was empty, as expected"
ZD016C,true,false,,"","The location was empty, as expected"
ZD017C,true,false,,"","The location was empty, as expected"
ZD018C,true,false,,"","The location was empty, as expected"
ZD019C,true,false,,"","The location was empty, as expected"
ZD020C,true,false,,"","The location was empty, as expected"
ZD021C,true,false,,"","The location was empty, as expected"
ZD022C,true,false,,"","The location was empty, as expected"
ZD023C,true,false,,"","The location was empty, as expected"
ZD024C,true,false,,"","The location was empty, as expected"
ZD025C,true,false,,"","The location was empty, as expected"
ZD026C,true,false,,"","The location was empty, as expected"
ZD027C,true,false,,"","The location was empty, as expected"
ZD028C,true,false,,"","The location was empty, as expected"
ZD029C,true,false,,"","The location was empty, as expected"
ZD030C,true,false,,"","The location was empty, as expected"
ZD031C,true,false,,"","The location was empty, as expected"
ZD032C,true,false,,"","The location was empty, as expected"
ZD033C,true,false,,"","The location was empty, as expected"
ZD034C,true,false,,"","The location was empty, as expected"
ZD035C,true,false,,"","The location was empty, as expected"
ZD036C,true,false,,"","The location was empty, as expected"
ZD037C,true,false,,"","The location was empty, as expected"
ZD001D,true,false,,"","The location was empty, as expected"
ZD002D,true,false,,"","The location was empty, as expected"
ZD003D,true,false,,"","The location was empty, as expected"
ZD004D,true,false,,"","The location was empty, as expected"
ZD005D,true,false,,"","The location was empty, as expected"
ZD006D,true,false,,"","The location was empty, as expected"
ZD007D,true,false,,"","The location was empty, as expected"
ZD008D,true,false,,"","The location was empty, as expected"
ZD009D,true,false,,"","The location was empty, as expected"
ZD010D,true,false,,"","The location was empty, as expected"
ZD011D,true,false,,"","The location was empty, as expected"
ZD012D,true,false,,"","The location was empty, as expected"
ZD013D,true,false,,"","The location was empty, as expected"
ZD014D,true,false,,"","The location was empty, as expected"
ZD015D,true,false,,"","The location was empty, as expected"
ZD016D,true,false,,"","The location was empty, as expected"
ZD017D,true,false,,"","The location was empty, as expected"
ZD018D,true,false,,"","The location was empty, as expected"
ZD019D,true,false,,"","The location was empty, as expected"
ZD020D,true,false,,"","The location was empty, as expected"
ZD021D,true,false,,"","The location was empty, as expected"
ZD022D,true,false,,"","The location was empty, as expected"
ZD023D,true,false,,"","The location was empty, as expected"
ZD024D,true,false,,"","The location was empty, as expected"
ZD025D,true,false,,"","The location was empty, as expected"
ZD026D,true,false,,"","The location was empty, as expected"
ZD027D,true,false,,"","The location was empty, as expected"
ZD028D,true,false,,"","The location was empty, as expected"
ZD029D,true,false,,"","The location was empty, as expected"
ZD030D,true,false,,"","The location was empty, as expected"
ZD031D,true,false,,"","The location was empty, as expected"
ZD032D,true,false,,"","The location was empty, as expected"
ZD033D,true,false,,"","The location was empty, as expected"
ZD034D,true,false,,"","The location was empty, as expected"
ZD035D,true,false,,"","The location was empty, as expected"
ZD036D,true,false,,"","The location was empty, as expected"
ZD037D,true,false,,"","The location was empty, as expected"
ZD001E,true,false,,"","The location was empty, as expected"
ZD002E,true,false,,"","The location was empty, as expected"
ZD003E,true,false,,"","The location was empty, as expected"
ZD004E,true,false,,"","The location was empty, as expected"
ZD005E,true,false,,"","The location was empty, as expected"
ZD006E,true,false,,"","The location was empty, as expected"
ZD007E,true,false,,"","The location was empty, as expected"
ZD008E,true,false,,"","The location was empty, as expected"
ZD009E,true,false,,"","The location was empty, as expected"
ZD010E,true,false,,"","The location was empty, as expected"
ZD011E,true,false,,"","The location was empty, as expected"
ZD012E,true,false,,"","The location was empty, as expected"
ZD013E,true,false,,"","The location was empty, as expected"
ZD014E,true,false,,"","The location was empty, as expected"
ZD015E,true,false,,"","The location was empty, as expected"
ZD016E,true,false,,"","The location was empty, as expected"
ZD017E,true,false,,"","The location was empty, as expected"
ZD018E,true,false,,"","The location was empty, as expected"
ZD019E,true,false,,"","The location was empty, as expected"
ZD020E,true,false,,"","The location was empty, as expected"
ZD021E,true,false,,"","The location was empty, as expected"
ZD022E,true,false,,"","The location was empty, as expected"
ZD023E,true,false,,"","The location was empty, as expected"
ZD024E,true,false,,"","The location was empty, as expected"
ZD025E,true,false,,"","The location was empty, as expected"
ZD026E,true,false,,"","The location was empty, as expected"
ZD027E,true,false,,"","The location was empty, as expected"
ZD028E,true,false,,"","The location was empty, as expected"
ZD029E,true,false,,"","The location was empty, as expected"
ZD030E,true,false,,"","The location was empty, as expected"
ZD031E,true,false,,"","The location was empty, as expected"
ZD032E,true,false,,"","The location was empty, as expected"
ZD033E,true,false,,"","The location was empty, as expected"
ZD034E,true,false,,"","The location was empty, as expected"
ZD035E,true,false,,"","The location was empty, as expected"
ZD036E,true,false,,"","The location was empty, as expected"
ZD037E,true,false,,"","The location was empty, as expected"
ZD001F,true,false,,"","The location was empty, as expected"
ZD002F,true,false,,"","The location was empty, as expected"
ZD003F,true,false,,"","The location was empty, as expected"
ZD004F,true,false,,"","The location was empty, as expected"
ZD005F,true,false,,"","The location was empty, as expected"
ZD006F,true,false,,"","The location was empty, as expected"
ZD007F,true,false,,"","The location was empty, as expected"
ZD008F,true,false,,"","The location was empty, as expected"
ZD009F,true,false,,"","The location was empty, as expected"
ZD010F,true,false,,"","The location was empty, as expected"
ZD011F,true,false,,"","The location was empty, as expected"
ZD012F,true,false,,"","The location was empty, as expected"
ZD013F,true,false,,"","The location was empty, as expected"
ZD014F,true,false,,"","The location was empty, as expected"
ZD015F,true,false,,"","The location was empty, as expected"
ZD016F,true,false,,"","The location was empty, as expected"
ZD017F,true,false,,"","The location was empty, as expected"
ZD018F,true,false,,"","The location was empty, as expected"
ZD019F,true,false,,"","The location was empty, as expected"
ZD020F,true,false,,"","The location was empty, as expected"
ZD021F,true,false,,"","The location was empty, as expected"
ZD022F,true,false,,"","The location was empty, as expected"
ZD023F,true,false,,"","The location was empty, as expected"
ZD024F,true,false,,"","The location was empty, as expected"
ZD025F,true,false,,"","The location was empty, as expected"
ZD026F,true,false,,"","The location was empty, as expected"
ZD027F,true,false,,"","The location was empty, as expected"
ZD028F,true,false,,"","The location was empty, as expected"
ZD029F,true,false,,"","The location was empty, as expected"
ZD030F,true,false,,"","The location was empty, as expected"
ZD031F,true,false,,"","The location was empty, as expected"
ZD032F,true,false,,"","The location was empty, as expected"
ZD033F,true,false,,"","The location was empty, as expected"
ZD034F,true,false,,"","The location was empty, as expected"
ZD035F,true,false,,"","The location was empty, as expected"
ZD036F,true,false,,"","The location was empty, as expected"
ZD037F,true,false,,"","The location was empty, as expected"
ZE001A,true,true,,"","The location was occupied by an item, but should have been empty"
ZE002A,true,true,,"","The location was occupied by an item, but should have been empty"
ZE003A,true,true,,"","The location was occupied by an item, but should have been empty"
ZE004A,true,true,,"","The location was occupied by an item, but should have been empty"
ZE005A,true,true,,"","The location was occupied by an item, but should have been empty"
ZE006A,true,true,,"","The location was occupied by an item, but should have been empty"
ZE007A,true,true,,"","The location was occupied by an item, but should have been empty"
ZE008A,true,true,,"","The location was occupied by an item, but should have been empty"
ZE009A,true,true,,"","The location was occupied by an item, but should have been empty"
ZE010A,true,false,,"","The location was empty, as expected"
ZE011A,true,false,,"","The location was empty, as expected"
ZE012A,true,false,,"","The location was empty, as expected"
ZE013A,true,false,,"","The location was empty, as expected"
ZE014A,true,false,,"","The location was empty, as expected"
ZE015A,true,false,,"","The location was empty, as expected"
ZE016A,true,false,,"","The location was empty, as expected"
ZE017A,true,false,,"","The location was empty, as expected"
ZE018A,true,false,,"","The location was empty, as expected"
ZE019A,true,false,,"","The location was empty, as expected"
ZE020A,true,false,,"","The location was empty, as expected"
ZE021A,true,false,,"","The location was empty, as expected"
ZE022A,true,false,,"","The location was empty, as expected"
ZE023A,true,false,,"","The location was empty, as expected"
ZE024A,true,false,,"","The location was empty, as expected"
ZE025A,true,false,,"","The location was empty, as expected"
ZE026A,true,false,,"","The location was empty, as expected"
ZE027A,true,false,,"","The location was empty, as expected"
ZE028A,true,false,,"","The location was empty, as expected"
ZE029A,true,false,,"","The location was empty, as expected"
ZE030A,true,false,,"","The location was empty, as expected"
ZE031A,true,false,,"","The location was empty, as expected"
ZE032A,true,false,,"","The location was empty, as expected"
ZE033A,true,false,,"","The location was empty, as expected"
ZE034A,true,false,,"","The location was empty, as expected"
ZE035A,true,false,,"","The location was empty, as expected"
ZE036A,true,false,,"","The location was empty, as expected"
ZE037A,true,false,,"","The location was empty, as expected"
ZE038A,true,false,,"","The location was empty, as expected"
ZE039A,true,false,,"","The location was empty, as expected"
ZE040A,true,false,,"","The location was empty, as expected"
ZE041A,true,false,,"","The location was empty, as expected"
ZE042A,true,false,,"","The location was empty, as expected"
ZE043A,true,false,,"","The location was empty, as expected"
ZE044A,true,false,,"","The location was empty, as expected"
ZE045A,true,false,,"","The location was empty, as expected"
ZE046A,true,false,,"","The location was empty, as expected"
ZE001B,true,false,,"","The location was empty, as expected"
ZE002B,true,true,DX9850003427,DX9850003427,The location was occupied by the expected items
ZE003B,true,true,DX9850003437,DX9850003437,The location was occupied by the expected items
ZE004B,true,true,DX9850003406,DX9850003406,The location was occupied by the expected items
ZE005B,true,true,DX9850003418,DX9850003418,The location was occupied by the expected items
ZE006B,true,false,,"","The location was empty, as expected"
ZE007B,true,false,,"","The location was empty, as expected"
ZE008B,true,true,DX9850005065,DX9850005065,The location was occupied by the expected items
ZE009B,true,false,,"","The location was empty, as expected"
ZE010B,true,true,DX9850005066,DX9850005066,The location was occupied by the expected items
ZE011B,true,false,,"","The location was empty, as expected"
ZE012B,true,true,DX9850005067,DX9850005067,The location was occupied by the expected items
ZE013B,true,false,,"","The location was empty, as expected"
ZE014B,true,true,DX9850005077,DX9850005077,The location was occupied by the expected items
ZE015B,true,false,,"","The location was empty, as expected"
ZE016B,true,true,DX9850005070,DX9850005070,The location was occupied by the expected items
ZE017B,true,true,DX9850005078,DX9850005078,The location was occupied by the expected items
ZE018B,true,true,DX9850005072,DX9850005072,The location was occupied by the expected items
ZE019B,true,true,DX9850005083,DX9850005083,The location was occupied by the expected items
ZE020B,true,false,,"","The location was empty, as expected"
ZE021B,true,true,DX9850003429,DX9850003429,The location was occupied by the expected items
ZE022B,true,true,DX9850003421,DX9850003421,The location was occupied by the expected items
ZE023B,true,true,DX9850003425,DX9850003425,The location was occupied by the expected items
ZE024B,true,true,DX9850003413,DX9850003413,The location was occupied by the expected items
ZE025B,true,false,,"","The location was empty, as expected"
ZE026B,true,true,DX9850003438,DX9850003438,The location was occupied by the expected items
ZE027B,true,true,DX9850003394,DX9850003394,The location was occupied by the expected items
ZE028B,true,true,DX9850003424,DX9850003424,The location was occupied by the expected items
ZE029B,true,true,DX9850003416,DX9850003416,The location was occupied by the expected items
ZE030B,true,true,DX9850003423,DX9850003423,The location was occupied by the expected items
ZE031B,true,true,DX9850003393,DX9850003393,The location was occupied by the expected items
ZE032B,true,true,DX9850003395,DX9850003395,The location was occupied by the expected items
ZE033B,true,true,DX9850003537,DX9850003537,The location was occupied by the expected items
ZE034B,true,true,DX9850003538,DX9850003538,The location was occupied by the expected items
ZE035B,true,true,DX9850003539,DX9850003539,The location was occupied by the expected items
ZE036B,true,false,,"","The location was empty, as expected"
ZE037B,true,false,,"","The location was empty, as expected"
ZE038B,true,false,,"","The location was empty, as expected"
ZE039B,true,false,,"","The location was empty, as expected"
ZE040B,true,false,,"","The location was empty, as expected"
ZE041B,true,false,,"","The location was empty, as expected"
ZE042B,true,false,,"","The location was empty, as expected"
ZE043B,true,true,DX9850001184,DX9850001184,The location was occupied by the expected items
ZE044B,true,true,DX9850004965,DX9850004965,The location was occupied by the expected items
ZE045B,true,true,DX9850001185,DX9850001185,The location was occupied by the expected items
ZE046B,true,false,,"","The location was empty, as expected"
ZE001C,true,true,DX9850003426,DX9850003426,The location was occupied by the expected items
ZE002C,true,false,,"","The location was empty, as expected"
ZE003C,true,false,,"","The location was empty, as expected"
ZE004C,true,false,,"","The location was empty, as expected"
ZE005C,true,false,,"","The location was empty, as expected"
ZE006C,true,false,,"","The location was empty, as expected"
ZE007C,true,false,,"","The location was empty, as expected"
ZE008C,true,true,DX9850005080,DX9850005080,The location was occupied by the expected items
ZE009C,true,false,,"","The location was empty, as expected"
ZE010C,true,true,DX9850005075,DX9850005075,The location was occupied by the expected items
ZE011C,true,false,,"","The location was empty, as expected"
ZE012C,true,true,DX9850005076,DX9850005076,The location was occupied by the expected items
ZE013C,true,false,,"","The location was empty, as expected"
ZE014C,true,true,DX9850005068,DX9850005068,The location was occupied by the expected items
ZE015C,true,false,,"","The location was empty, as expected"
ZE016C,true,true,DX9850005069,DX9850005069,The location was occupied by the expected items
ZE017C,true,true,DX9850005071,DX9850005071,The location was occupied by the expected items
ZE018C,true,true,DX9850005073,DX9850005073,The location was occupied by the expected items
ZE019C,true,true,DX9850005074,DX9850005074,The location was occupied by the expected items
